ID,Year,Course Letter,Course Number,Course Code,Course Title,Points,Responses,Enrolled,Low Sample,Q1: Well-organised,Q1 Rank,Q2: Clear communication,Q2 Rank,Q3: Assessment helped,Q3 Rank,Q4: Helpful feedback,Q4 Rank,Q5: Workload (3=ideal),Q5 Rank,Q6: Understanding,Q6 Rank,Q7: Interest,Q7 Rank,Q8: Valuable,Q8 Rank,Q9: Overall quality,Q9 Rank
3407,2022,TOUR,203,TOUR203,Sustainable Destination Management,15,5,19,True,1.1,top10,1.3,top10,1.8,top10,1.7,top10,2.9,top10,1.3,top10,1.1,top10,1.3,top10,1.1,top10
3408,2023,ACCY,130,ACCY130,Accounting for Accountability and Decision Making,15,28,341,True,1.4,top10,1.4,top10,1.5,top10,1.9,top10,2.8,top10,1.6,top10,2,top10,1.7,top10,1.8,top10
3409,2023,ACCY,131,ACCY131,Fundamentals of Accounting,15,7,58,True,1.7,top10,1.2,top10,1.9,top10,2.7,top10,3,top10,1.7,top10,1.9,top10,1.6,top10,2.3,top10
3410,2023,ACCY,223,ACCY223,Accounting for Sustainable Decision Making and Control,15,24,175,True,1.4,top10,1.3,top10,1.6,top10,1.7,top10,2.8,top10,1.5,top10,1.7,top10,1.5,top10,1.7,top10
3411,2023,ACCY,225,ACCY225,Accounting Technology and Systems Management,15,26,195,True,1.9,top10,1.6,top10,1.9,top10,2.3,top10,2.9,top10,1.7,top10,2.2,top10,1.7,top10,2.1,top10
3412,2023,ACCY,231,ACCY231,International External Reporting and Business Sustainability,15,8,83,True,1.9,top10,2.1,top10,2.5,top10,2.3,top10,2.8,top10,2.3,top10,3.2,top10,2,top10,2.5,top10
3413,2023,ACCY,302,ACCY302,"Accounting for Strategy, Performance, and Value",15,26,204,True,1.4,top10,1.3,top10,1.4,top10,1.7,top10,2.9,top10,1.6,top10,2.1,top10,1.4,top10,1.7,top10
3414,2023,ACCY,330,ACCY330,Auditing,15,26,164,True,1.9,top10,2.2,top10,2,top10,2.5,top10,2.8,top10,1.8,top10,2.5,top10,1.9,top10,2.5,top10
3415,2023,ACTS,201,ACTS201,Financial Mathematics,15,22,49,False,1.8,top10,1.9,top10,1.8,top10,2.4,top10,2.6,top10,1.9,top10,2.1,top10,1.8,top10,2.2,top10
3416,2023,ACTS,301,ACTS301,Actuarial Science,15,14,41,False,2.1,top10,1.9,top10,1.8,top10,2.3,top10,2.1,top10,2.1,top10,2.3,top10,1.9,top10,2.4,top10
3417,2023,ACTS,336,ACTS336,General Insurance Techniques,15,10,23,False,1.7,top10,1.9,top10,1.7,top10,2.2,top10,2,top10,1.8,top10,2.5,top10,1.8,top10,1.7,top10
3418,2023,AIML,131,AIML131,Introduction to Artificial Intelligence,15,33,153,False,1.5,top10,1.4,top10,1.7,top10,1.9,top10,2.9,top10,1.5,top10,1.4,top10,1.7,top10,1.7,top10
3419,2023,ANFX,211,ANFX211,Character Animation I / Pakiwaituhi Kiripuaki I,15,10,48,False,1.3,top10,1.5,top10,1.5,top10,1.5,top10,2.9,top10,1.5,top10,1.2,top10,1.5,top10,1.8,top10
3420,2023,ANFX,301,ANFX301,Animation and Visual Effects II / Pakiwaituhi me ngā Mariko Ataata II,15,17,44,False,1.1,top10,1.2,top10,1.2,top10,1.1,top10,2.8,top10,1.2,top10,1.2,top10,1.2,top10,1.2,top10
3421,2023,ANFX,311,ANFX311,Character Animation II / Pakiwaituhi ā-Kiripuaki II,15,8,24,True,1.8,top10,1.8,top10,1.8,top10,2,top10,2.7,top10,1.7,top10,2.1,top10,1.7,top10,2.1,top10
3422,2023,ANFX,321,ANFX321,Digital 2D Animation II/Pakiwaituhi Matihiko Ahurua II,15,8,33,True,1.1,top10,1.1,top10,1.1,top10,1.1,top10,2.9,top10,1.1,top10,1.1,top10,1.3,top10,1.2,top10
3423,2023,ANTH,201,ANTH201,"Gender, Sexuality and Kinship",20,11,69,True,1.3,top10,1.3,top10,1.9,top10,2.5,top10,3,top10,1.4,top10,1.3,top10,1.3,top10,1.8,top10
3424,2023,ANTH,213,ANTH213,Ritual and Collective Life,20,9,47,True,1.4,top10,1.1,top10,1.4,top10,1.1,top10,2.8,top10,1.3,top10,1.3,top10,1.3,top10,1.3,top10
3425,2023,ANTH,301,ANTH301,"Science, Technology and Culture",20,4,55,True,2,top10,1.2,top10,1.5,top10,1,top10,2.8,top10,2,top10,2.5,top10,1.5,top10,2,top10
3426,2023,ANTH,312,ANTH312,Creative Ethnographic Practices,20,8,40,True,1.5,top10,1.3,top10,1.8,top10,1.3,top10,2.9,top10,1.3,top10,2.1,top10,1.2,top10,1.5,top10
3427,2023,ANTH,317,ANTH317,"Migration, Culture and Identity",20,15,91,True,1.3,top10,1.3,top10,1.3,top10,1.3,top10,2.9,top10,1.3,top10,1.4,top10,1.3,top10,1.3,top10
3428,2023,ARCI,212,ARCI212,Architecture Design Integration I / Te Whakakotahitanga o ngā Tikanga Whakarākei Whare I,30,13,98,True,1.8,top10,1.7,top10,1.6,top10,1.9,top10,2.7,top10,1.4,top10,1.6,top10,1.4,top10,1.9,top10
3429,2023,ARCI,222,ARCI222,Structural Systems for Architecture / Te Whakamahinga o nga Rauemi mo Hoahoanga,15,12,109,True,1.5,top10,1.5,top10,1.5,top10,1.9,top10,3,top10,1.5,top10,2.3,top10,1.4,top10,1.9,top10
3430,2023,ARCI,251,ARCI251,History and Theory of Architecture / Ngā Kōrero Tuku Iho,15,19,110,True,1.8,top10,1.8,top10,1.6,top10,1.9,top10,2.9,top10,1.4,top10,1.2,top10,1.4,top10,1.7,top10
3431,2023,ARCI,312,ARCI312,Architecture Design Integration Capstone / Te Whakakotahitanga o ngā Tikanga-Tūtohu o te Whakarākei Whare,30,27,112,False,2.1,top10,1.9,top10,2.2,top10,2,top10,2.8,top10,1.9,top10,2.3,top10,1.9,top10,2.4,top10
3432,2023,ARTH,201,ARTH201,Art and Environment,20,13,60,False,1,top10,1,top10,1,top10,1,top10,3,top10,1,top10,1,top10,1,top10,1,top10
3433,2023,ARTH,302,ARTH302,Art and the Cold War,20,8,41,True,1.3,top10,1.1,top10,1.2,top10,1.3,top10,3,top10,1.2,top10,1.1,top10,1.1,top10,1.1,top10
3434,2023,ARTH,305,ARTH305,Island Identities Oceanic Imaginaries,20,8,23,True,1.1,top10,1.2,top10,1.1,top10,1.2,top10,3,top10,1,top10,1.1,top10,1,top10,1.1,top10
3435,2023,ASIA,101,ASIA101,Aotearoa New Zealand and Asia,20,9,54,True,1.4,top10,1.5,top10,1.3,top10,1.2,top10,2.6,top10,1.4,top10,1.4,top10,1.1,top10,1.3,top10
3436,2023,ASIA,111,ASIA111,Introduction to Asian Histories and Cultures,20,26,91,False,1.8,top10,1.2,top10,1.5,top10,2.6,top10,2.4,top10,1.3,top10,1.8,top10,1.5,top10,2.1,top10
3437,2023,ASIA,201,ASIA201,Contemporary Asian Society,20,4,20,True,1,top10,1.5,top10,1.5,top10,1.5,top10,2.5,top10,1.5,top10,1.5,top10,1.5,top10,1.5,top10
3438,2023,BILD,222,BILD222,Structural Systems for Building Science / Te Whakamahinga o nga Rauemi mo Hanga putaiao,15,8,49,True,1,top10,1,top10,1.2,top10,1.3,top10,2.9,top10,1.1,top10,1.1,top10,1.1,top10,1.1,top10
3439,2023,BILD,231,BILD231,Environmental Design / Hoahoa Taiao,15,4,49,True,1.5,top10,1.2,top10,1.2,top10,1.2,top10,2.8,top10,1.5,top10,1.2,top10,1.2,top10,1.2,top10
3440,2023,BILD,251,BILD251,History of Building Technology / Ngā Whanaketanga a te Ao Hangahanga,15,9,53,True,1.1,top10,1.1,top10,1.1,top10,1.2,top10,3.1,top10,1.1,top10,1.3,top10,1.4,top10,1.1,top10
3441,2023,BILD,262,BILD262,Building Project Management Cost Planning / Te Whakahaere me te Whakamahere ā-utu i ngā Mahi Waihanga Whare,15,5,38,True,4.3,top10,3,top10,3.3,top10,4.7,top10,2.9,top10,3.3,top10,4,top10,3.3,top10,4.5,top10
3442,2023,BILD,322,BILD322,Structures / Ngā Āhuatanga Whare,15,14,33,False,1.2,top10,1.3,top10,1.4,top10,1.4,top10,3,top10,1.4,top10,1.7,top10,1.5,top10,1.4,top10
3443,2023,BILD,362,BILD362,Construction Law / Ngā Ture Waihanga,15,11,45,False,1.4,top10,1.4,top10,1.4,top10,1.8,top10,3.1,top10,1.6,top10,1.7,top10,1.4,top10,1.6,top10
3444,2023,BILD,364,BILD364,Building Code Compliance / Ngā Ture Whakaruruhau,15,11,40,False,1.6,top10,1.4,top10,1.3,top10,1.4,top10,3,top10,1.4,top10,2,top10,1.3,top10,1.6,top10
3445,2023,BIOL,111,BIOL111,Cell and Molecular Biology,15,57,281,False,1.1,top10,1.1,top10,1.1,top10,1.9,top10,3,top10,1.3,top10,1.5,top10,1.3,top10,1.3,top10
3446,2023,BIOL,113,BIOL113,Biology of Plants,15,37,200,True,1.7,top10,1.7,top10,1.4,top10,2.8,top10,2.9,top10,1.7,top10,2,top10,1.8,top10,2,top10
3447,2023,BIOL,132,BIOL132,Biodiversity and Conservation,15,16,96,True,1.1,top10,1.1,top10,1.1,top10,1.5,top10,3,top10,1.3,top10,1.2,top10,1.2,top10,1.2,top10
3448,2023,BIOL,219,BIOL219,New Zealand Flora and Fauna,15,19,51,False,1.2,top10,1.2,top10,1.1,top10,1.4,top10,3,top10,1.1,top10,1.1,top10,1.1,top10,1.1,top10
3449,2023,BIOL,227,BIOL227,Plants and Algae: Function and Diversity,20,24,88,False,3.2,top10,2.5,top10,2.3,top10,3.6,top10,2.6,top10,2.2,top10,3.5,top10,2.3,top10,3.2,top10
3450,2023,BIOL,228,BIOL228,Animal Diversity,20,23,125,True,1.1,top10,1.2,top10,1.2,top10,1.8,top10,3,top10,1.2,top10,1.2,top10,1.2,top10,1.2,top10
3451,2023,BIOL,236,BIOL236,Microbes and their Environments,20,11,61,True,1.1,top10,1.1,top10,1.1,top10,1.2,top10,2.8,top10,1.1,top10,1.2,top10,1.2,top10,1.1,top10
3452,2023,BIOL,241,BIOL241,Genetics,20,20,184,True,1.5,top10,1.5,top10,1.3,top10,2.8,top10,2.9,top10,1.7,top10,1.7,top10,1.5,top10,1.9,top10
3453,2023,BIOL,243,BIOL243,Physiology and Pathology 1,20,14,102,True,1.4,top10,1.6,top10,2.4,top10,2.9,top10,2.5,top10,1.5,top10,1.8,top10,1.4,top10,2,top10
3454,2023,BIOL,244,BIOL244,Introductory Biochemistry,20,17,120,True,1.4,top10,1.4,top10,1.8,top10,1.3,top10,2.9,top10,1.4,top10,2.1,top10,1.4,top10,1.8,top10
3455,2023,BIOL,252,BIOL252,Cell and Developmental Biology,20,23,112,False,1.4,top10,1.3,top10,1.4,top10,2.3,top10,2.9,top10,1.3,top10,1.6,top10,1.4,top10,1.5,top10
3456,2023,BIOL,271,BIOL271,Introductory Marine Ecology,20,15,85,True,1.2,top10,1.3,top10,1.3,top10,1.8,top10,3,top10,1.4,top10,1.2,top10,1.1,top10,1.3,top10
3457,2023,BIOL,325,BIOL325,Global Change Biology: The Ecology of Our Planet Under Stress,20,14,94,True,1.4,top10,1.4,top10,1.6,top10,2.2,top10,2.9,top10,1.4,top10,1.3,top10,1.2,top10,1.4,top10
3458,2023,BIOL,327,BIOL327,Population and Community Ecology,20,15,76,True,1.4,top10,1.4,top10,1.8,top10,1.4,top10,3,top10,1.6,top10,1.8,top10,1.3,top10,1.9,top10
3459,2023,BIOL,328,BIOL328,Behaviour and Conservation Ecology,20,19,93,False,1.2,top10,1.2,top10,1.2,top10,1.2,top10,2.9,top10,1.3,top10,1.2,top10,1.1,top10,1.1,top10
3460,2023,BIOL,329,BIOL329,Evolution,20,16,112,True,1.3,top10,1.2,top10,1.6,top10,2.2,top10,3,top10,1.3,top10,1.5,top10,1.4,top10,1.5,top10
3461,2023,BIOL,340,BIOL340,Genes and Genomes,20,20,96,False,1.8,top10,1.7,top10,1.4,top10,1.3,top10,2.8,top10,1.6,top10,2.1,top10,1.9,top10,2.4,top10
3462,2023,BIOL,370,BIOL370,Field Marine Ecology,20,7,33,True,1.1,top10,1.1,top10,1,top10,1.1,top10,3,top10,1,top10,1,top10,1,top10,1,top10
3463,2023,BIOL,371,BIOL371,Marine Ecology,20,3,41,True,1.3,top10,1.3,top10,1.3,top10,1,top10,3,top10,1.3,top10,1.3,top10,1.3,top10,1,top10
3464,2023,BIOL,372,BIOL372,Applied Marine Biology,20,5,47,True,1.1,top10,1.8,top10,1.3,top10,1.3,top10,2.9,top10,1.3,top10,1.3,top10,1.1,top10,1.8,top10
3465,2023,BMSC,117,BMSC117,The Biology of Disease,15,16,115,True,1.2,top10,1.3,top10,1.5,top10,2.8,top10,2.3,top10,1.4,top10,1.2,top10,1.4,top10,1.5,top10
3466,2023,BMSC,301,BMSC301,Medical Microbiology,20,15,63,False,1.1,top10,1.1,top10,1.1,top10,2.1,top10,3,top10,1.2,top10,1.4,top10,1.3,top10,1.1,top10
3467,2023,BMSC,334,BMSC334,Cell and Immunobiology,20,12,72,True,1.7,top10,1.8,top10,1.4,top10,3.3,top10,2.5,top10,1.5,top10,2,top10,1.5,top10,2.3,top10
3468,2023,BMSC,335,BMSC335,Physiology and Pathology 2,20,20,71,False,1.9,top10,1.8,top10,2,top10,2.8,top10,2.7,top10,1.8,top10,1.5,top10,1.5,top10,1.9,top10
3469,2023,BMSC,339,BMSC339,Cellular Regulation,20,7,57,True,1.9,top10,1.4,top10,2,top10,2,top10,2.8,top10,2,top10,3,top10,2.7,top10,2.9,top10
3470,2023,BMSC,343,BMSC343,Advanced Genetics,20,9,50,True,1.3,top10,1.4,top10,1.3,top10,2.3,top10,2.8,top10,1.3,top10,1.1,top10,1.1,top10,1.4,top10
3471,2023,BMSC,354,BMSC354,Pharmacology,20,6,30,True,1.8,top10,1.1,top10,1.3,top10,1.3,top10,2.9,top10,1.8,top10,1.1,top10,1.3,top10,1.5,top10
3472,2023,BTEC,101,BTEC101,Introduction to Biotechnology,15,12,53,False,1,top10,1,top10,1.5,top10,1.2,top10,3,top10,1.2,top10,1.2,top10,1.2,top10,1.1,top10
3473,2023,BTEC,201,BTEC201,Molecular Biotechnology,20,5,33,True,1.1,top10,1.1,top10,1.1,top10,1.1,top10,2.9,top10,1.1,top10,1.1,top10,1.1,top10,1,top10
3474,2023,BTEC,301,BTEC301,Biotechnological Techniques and Processes,20,5,25,True,1,top10,1.3,top10,1.1,top10,1.1,top10,3,top10,1.1,top10,1.1,top10,1.3,top10,1.3,top10
3475,2023,CCSP,401,CCSP401,Physical Basis of Climate Change,15,18,41,False,1.8,top10,1.4,top10,1.3,top10,2.3,top10,2.9,top10,1.2,top10,1.1,top10,1.5,top10,1.9,top10
3476,2023,CCSP,405,CCSP405,Climate Policy: Carbon Pricing Mechanisms,15,9,24,True,1.3,top10,1.1,top10,1.3,top10,1.3,top10,2.8,top10,1.4,top10,1.4,top10,1.3,top10,1.4,top10
3477,2023,CGRA,151,CGRA151,Introduction to Computer Graphics and Games,15,23,156,True,2.1,top10,2.1,top10,1.5,top10,2.3,top10,2.9,top10,2,top10,2.4,top10,2.2,top10,2.7,top10
3478,2023,CGRA,350,CGRA350,Real-time 3D Computer Graphics,15,3,25,True,1.3,top10,1.3,top10,1.3,top10,1.3,top10,2.8,top10,1.3,top10,1.3,top10,1.3,top10,1.3,top10
3479,2023,CHEM,121,CHEM121,Chemistry of Life,15,42,147,False,1.6,top10,1.5,top10,1.8,top10,2.7,top10,2.6,top10,1.8,top10,2.3,top10,1.7,top10,2,top10
3480,2023,CHEM,122,CHEM122,"Chemistry of Matter, Energy and the Environment",15,17,71,False,2.2,top10,2,top10,1.6,top10,1.9,top10,2.6,top10,1.8,top10,2.7,top10,1.9,top10,2.6,top10
3481,2023,CHIN,101,CHIN101,Chinese Language 1A,20,8,38,True,1.3,top10,1.3,top10,1.3,top10,1.8,top10,2.9,top10,1.2,top10,1.3,top10,1.3,top10,1.3,top10
3482,2023,CHIN,102,CHIN102,Chinese Language 1B,20,4,19,True,1.5,top10,1.5,top10,1.5,top10,1.5,top10,3,top10,1.5,top10,1.2,top10,1.2,top10,1.5,top10
3483,2023,CHIN,213,CHIN213,Chinese Culture Through Literature and Film,20,13,31,False,1.1,top10,1.1,top10,1.1,top10,1,top10,2.9,top10,1.2,top10,1.2,top10,1.2,top10,1.2,top10
3484,2023,CLAS,106,CLAS106,Ancient Civilisations: The Greeks and the Romans,20,23,142,True,1.2,top10,1.2,top10,1.3,top10,1.3,top10,2.9,top10,1.2,top10,1.2,top10,1.1,top10,1.2,top10
3485,2023,CLAS,111,CLAS111,Myth and Mythologies,20,43,130,False,1.2,top10,1.2,top10,1.2,top10,1.2,top10,2.9,top10,1.2,top10,1.3,top10,1.4,top10,1.2,top10
3486,2023,CLAS,206,CLAS206,Animals and Monsters In Ancient Greece and Rome,20,18,55,False,1.1,top10,1.1,top10,1.1,top10,1.3,top10,3,top10,1.1,top10,1.1,top10,1.1,top10,1,top10
3487,2023,CLAS,306,CLAS306,Animals and Monsters in ancient Greece and Rome,20,10,44,False,1.3,top10,1.3,top10,1.1,top10,1.7,top10,3,top10,1.1,top10,1.5,top10,1.3,top10,1.3,top10
3488,2023,CLAS,307,CLAS307,Roman Social History,20,15,46,False,1.4,top10,1.6,top10,1.8,top10,2.9,top10,3,top10,1.2,top10,1.1,top10,1.3,top10,1.1,top10
3489,2023,CLAS,312,CLAS312,Special Topic: Urbs and Spaces: Exploring the Ancient Roman City,20,10,31,False,1.1,top10,1.3,top10,1.3,top10,1.1,top10,3.1,top10,1.1,top10,1.2,top10,1.2,top10,1.2,top10
3490,2023,CLAS,320,CLAS320,Greek Field Trip,20,5,10,True,2.3,top10,2.8,top10,1.3,top10,2,top10,3,top10,1.1,top10,1,top10,1,top10,1.8,top10
3491,2023,CMPO,101,CMPO101,"Introduction to Composition, Digital Music and Film Scoring",15,15,71,False,1.3,top10,1.3,top10,1.8,top10,1.8,top10,2.6,top10,1.8,top10,1.6,top10,1.4,top10,1.4,top10
3492,2023,CMPO,130,CMPO130,Introduction to Writing for Orchestral Instruments,15,8,33,True,1.2,top10,1.2,top10,1.5,top10,1.8,top10,2.7,top10,1.3,top10,1.3,top10,1.2,top10,1.3,top10
3493,2023,CMPO,185,CMPO185,Digital Music Foundations,15,16,48,False,1.1,top10,1.1,top10,1.2,top10,1.4,top10,3,top10,1.4,top10,1.5,top10,1.7,top10,1.2,top10
3494,2023,CMPO,186,CMPO186,Audio Production and Music Technology Foundations,15,21,88,False,1.3,top10,1.2,top10,1.6,top10,1.5,top10,3,top10,1.4,top10,1.4,top10,1.3,top10,1.6,top10
3495,2023,CMPO,210,CMPO210,Electronic Music and Sound Design,15,7,22,True,1.2,top10,1.1,top10,1,top10,1.1,top10,2.9,top10,1,top10,1.1,top10,1.1,top10,1,top10
3496,2023,CMPO,232,CMPO232,Composing/Arranging for Small Ensembles (Classical/Jazz),15,9,23,True,1.3,top10,1.4,top10,1.3,top10,1.1,top10,2.9,top10,1.3,top10,1.1,top10,1.1,top10,1.1,top10
3497,2023,CMPO,285,CMPO285,Digital Music and Interaction,15,7,17,True,1.1,top10,1.1,top10,1.1,top10,1.2,top10,3,top10,1.1,top10,1.2,top10,1.4,top10,1.1,top10
3498,2023,CMPO,301,CMPO301,Advanced Projects in Composition (Classical/Jazz),20,4,14,True,1,top10,1,top10,1.2,top10,1.2,top10,2.5,top10,1.2,top10,2,top10,1.2,top10,1.2,top10
3499,2023,CMPO,310,CMPO310,Electronic Music Projects,20,8,13,True,1.2,top10,1.2,top10,1.2,top10,1.1,top10,3.1,top10,1.3,top10,1.3,top10,1.2,top10,1.3,top10
3500,2023,CMPO,332,CMPO332,Composing/Arranging for Large Ensembles (Classical/Jazz),20,5,15,True,1.3,top10,1.3,top10,1.1,top10,1.3,top10,3,top10,1,top10,1.1,top10,1,top10,2,top10
3501,2023,CMPO,386,CMPO386,Audio Production and Recording for Film,20,7,12,True,1.4,top10,1.1,top10,1.1,top10,1,top10,2.8,top10,1.2,top10,1.1,top10,1.1,top10,1.2,top10
3502,2023,COMD,251,COMD251,Information Design / Hoahoa ā-Pārongo,15,14,48,False,3.6,top10,3.3,top10,2.2,top10,2.5,top10,3,top10,2.5,top10,2.7,top10,2.2,top10,3.5,top10
3503,2023,COMD,261,COMD261,Motion Design I / Hoahoa ā-Nekehanga I,15,22,53,False,1.1,top10,1.2,top10,1.1,top10,1.1,top10,2.9,top10,1.2,top10,1.1,top10,1.1,top10,1.1,top10
3504,2023,COMD,335,COMD335,Comics and Graphic Novels / Pukawaituhi me ngā Pakimaero Waituhi,15,15,57,False,1.1,top10,1.1,top10,1.3,top10,1.3,top10,3,top10,1.3,top10,1.2,top10,1.3,top10,1.1,top10
3505,2023,COMD,342,COMD342,Generative Graphic Design / Hoahoa Waihanga Whakairoiro,15,11,54,False,1.8,top10,1.6,top10,1.6,top10,1.3,top10,2.8,top10,1.2,top10,1.2,top10,1.3,top10,1.3,top10
3506,2023,COMD,351,COMD351,Writing for Design / Tuhituhi mō te Hoahoa,15,29,48,False,1.4,top10,1.3,top10,1.4,top10,1.8,top10,2.9,top10,1.6,top10,2,top10,1.5,top10,1.8,top10
3507,2023,COMP,102,COMP102,Introduction to Computer Program Design,15,51,317,True,1.5,top10,1.4,top10,1.4,top10,2.4,top10,2.8,top10,1.6,top10,2,top10,1.5,top10,2,top10
3508,2023,COMP,261,COMP261,Algorithms and Data Structures,15,28,236,True,2,top10,1.4,top10,1.3,top10,1.9,top10,2.9,top10,1.8,top10,2.1,top10,1.4,top10,2.1,top10
3509,2023,COMP,312,COMP312,Simulation and Stochastic Models,15,7,27,True,4.8,top10,4.2,top10,3,top10,4.6,top10,1.2,top10,3.7,top10,4.6,top10,3.7,top10,4.6,top10
3510,2023,COMS,101,COMS101,Introduction to Communication Studies,20,22,226,True,1.9,top10,1.6,top10,1.8,top10,2,top10,2.7,top10,1.9,top10,2.7,top10,2.2,top10,2.4,top10
3511,2023,COMS,202,COMS202,Global Communication and Society,20,23,93,False,1.1,top10,1.1,top10,1.2,top10,1.2,top10,3,top10,1.3,top10,1.5,top10,1.5,top10,1.2,top10
3512,2023,COMS,301,COMS301,Applied Communication Project,20,8,74,True,1.8,top10,1.8,top10,2.2,top10,1.3,top10,2.9,top10,2,top10,1.3,top10,2.3,top10,2.9,top10
3513,2023,COMS,302,COMS302,"Communication, Information and Digital Technologies",20,1,41,True,1,top10,1,top10,1,top10,1,top10,3,top10,1,top10,1,top10,1,top10,1,top10
3514,2023,CRIM,111,CRIM111,Introduction to Criminology,20,20,269,True,1.2,top10,1.1,top10,1.5,top10,1.3,top10,3,top10,1.3,top10,1.3,top10,1.3,top10,1.2,top10
3515,2023,CRIM,202,CRIM202,Crime in Aotearoa New Zealand,20,27,216,True,1.1,top10,1.1,top10,1.2,top10,1.3,top10,2.9,top10,1.2,top10,1.1,top10,1.1,top10,1.2,top10
3516,2023,CRIM,204,CRIM204,Current Issues in Criminology,20,20,170,True,1.5,top10,1.3,top10,2,top10,2.3,top10,2.9,top10,1.8,top10,2.3,top10,1.9,top10,2,top10
3517,2023,CRIM,210,CRIM210,Beyond Crime: Understanding Social Harm,20,43,203,False,1.4,top10,1.3,top10,1.7,top10,1.5,top10,2.9,top10,1.4,top10,1.6,top10,1.4,top10,1.4,top10
3518,2023,CRIM,311,CRIM311,Policing,20,28,132,False,1.6,top10,1.7,top10,1.7,top10,1.3,top10,2.9,top10,1.3,top10,1.3,top10,1.3,top10,2.4,top10
3519,2023,CRIM,313,CRIM313,"Women, Crime and Social Control",20,27,139,True,1,top10,1.1,top10,1.1,top10,1.3,top10,3,top10,1.2,top10,1.1,top10,1.1,top10,1.1,top10
3520,2023,CRIM,316,CRIM316,Criminological Theory,20,16,92,True,1.1,top10,1,top10,1.1,top10,1.2,top10,2.9,top10,1.2,top10,1.2,top10,1.2,top10,1.1,top10
3521,2023,CRIM,326,CRIM326,Criminological Research Methods,20,28,132,False,1.2,top10,1.1,top10,1.3,top10,1.8,top10,2.9,top10,1.6,top10,2,top10,1.3,top10,1.4,top10
3522,2023,CYBR,171,CYBR171,Cybersecurity Fundamentals,15,72,267,False,1.2,top10,1.3,top10,1.3,top10,2.2,top10,2.9,top10,1.4,top10,1.5,top10,1.4,top10,1.7,top10
3523,2023,CYBR,271,CYBR271,Code Security,15,26,154,True,1.4,top10,1.4,top10,1.4,top10,2.7,top10,2.9,top10,1.7,top10,1.9,top10,1.8,top10,1.9,top10
3524,2023,CYBR,372,CYBR372,Applied Cryptography,15,17,60,False,1.7,top10,1.3,top10,1.6,top10,2.3,top10,2.9,top10,1.4,top10,1.5,top10,1.4,top10,1.8,top10
3525,2023,CYBR,373,CYBR373,"Governance, Risk and Compliance",15,8,40,True,1.5,top10,2.5,top10,2.2,top10,2,top10,2.7,top10,1.8,top10,2.5,top10,2.3,top10,1.8,top10
3526,2023,DATA,101,DATA101,Introduction to Data Science,15,34,186,True,1.7,top10,1.6,top10,1.7,top10,2.1,top10,3,top10,2,top10,2.3,top10,2,top10,2.1,top10
3527,2023,DATA,202,DATA202,Data Management and Programming,15,11,106,True,1.8,top10,1.8,top10,1.3,top10,2.6,top10,3,top10,1.4,top10,1.8,top10,1.8,top10,2,top10
3528,2023,DATA,301,DATA301,Data Science in Practice,15,6,39,True,1.5,top10,2,top10,2,top10,2.3,top10,2.9,top10,2.3,top10,2.3,top10,2,top10,2.3,top10
3529,2023,DATA,303,DATA303,Statistics for Data Science,15,14,66,False,1.3,top10,1.2,top10,1.4,top10,1.5,top10,3,top10,1.5,top10,1.4,top10,1.3,top10,1.5,top10
3530,2023,DATA,304,DATA304,Simulation and Stochastic Models,15,7,9,True,4.8,top10,4.2,top10,3.8,top10,4.6,top10,1.4,top10,4.6,top10,4.6,top10,4.6,top10,4.9,top10
3531,2023,DATA,351,DATA351,Data Science Internship,15,2,13,True,1,top10,1,top10,1,top10,1,top10,3,top10,1.5,top10,1,top10,1,top10,1,top10
3532,2023,DSDN,102,DSDN102,"Game, Animation and Motion Design / Hoahoa ā-Kēmu, ā-Pakiwaituhi, ā-Ranga",15,22,108,False,1.6,top10,1.2,top10,1.7,top10,1.3,top10,3,top10,1.7,top10,1.8,top10,1.6,top10,1.5,top10
3533,2023,DSDN,103,DSDN103,Critical Approaches to Design Communication/ Tukanga Arohaehae Kōrero ā-Hoahoa,15,63,217,False,1.8,top10,1.7,top10,1.7,top10,1.7,top10,3,top10,1.7,top10,2.2,top10,1.7,top10,2.1,top10
3534,2023,DSDN,104,DSDN104,Digital Fabrication / Waihanga Matihiko,15,16,98,True,1.4,top10,1.4,top10,1.5,top10,1.8,top10,3,top10,1.6,top10,2,top10,1.5,top10,1.5,top10
3535,2023,DSDN,141,DSDN141,Design Mediums and Processes / Ngā Huarahi me Ngā Tukanga ā-Hoahoa,15,9,79,True,2.3,top10,2,top10,3,top10,2.3,top10,2.8,top10,1.8,top10,2.3,top10,2,top10,3,top10
3536,2023,DSDN,142,DSDN142,Creative Coding and AI I / Waehere ā-Auaha me te Atamai Hangahanga I,15,21,115,True,1.4,top10,1.4,top10,1.4,top10,1.6,top10,2.9,top10,1.4,top10,1.9,top10,1.7,top10,1.4,top10
3537,2023,DSDN,151,DSDN151,Graphic Design and Photography / Hoahoa Whakanikoniko me te Whakaahuatanga,15,34,244,True,3,top10,3,top10,2,top10,1.9,top10,2.9,top10,2,top10,1.8,top10,1.7,top10,2.5,top10
3538,2023,DSDN,153,DSDN153,Wearable Design / Hoahoa Kākahu,15,20,58,False,1.3,top10,1.2,top10,1.2,top10,1.2,top10,2.9,top10,1.1,top10,1.1,top10,1.2,top10,1.3,top10
